sales_method,year,price_per_unit,margin
Online,2021,32.00,48%
Online,2021,42.00,66%
Online,2021,33.00,55%
Online,2021,32.00,52%
Online,2021,58.00,54%
Online,2021,54.00,61%
Online,2021,54.00,50%
Online,2021,63.00,67%
Online,2021,54.00,54%
Online,2021,51.00,54%
Online,2021,56.00,52%
Online,2021,59.00,65%
Online,2021,50.00,49%
Online,2021,60.00,69%
Online,2021,29.00,48%
Online,2021,37.00,51%
Online,2021,37.00,49%
Online,2021,38.00,46%
Online,2021,42.00,45%
Online,2021,36.00,35%
Online,2021,29.00,50%
Online,2021,38.00,54%
Online,2021,38.00,47%
Online,2021,38.00,48%
Online,2021,42.00,44%
Online,2021,38.00,36%
Online,2021,37.00,47%
Online,2021,48.00,55%
Online,2021,49.00,50%
Online,2021,47.00,46%
Online,2021,54.00,41%
Online,2021,47.00,40%
Online,2021,48.00,45%
Online,2021,53.00,50%
Online,2021,50.00,50%
Online,2021,46.00,50%
Online,2021,50.00,42%
Online,2021,67.00,36%
Online,2021,47.00,47%
Online,2021,53.00,54%
Online,2021,50.00,47%
Online,2021,49.00,50%
Online,2021,51.00,41%
Online,2021,64.00,36%
Online,2021,48.00,49%
Online,2021,51.00,52%
Online,2021,51.00,45%
Online,2021,46.00,50%
Online,2021,51.00,42%
Online,2021,69.00,39%
Online,2021,49.00,49%
Online,2021,50.00,51%
Online,2021,51.00,47%
Online,2021,48.00,45%
Online,2021,52.00,43%
Online,2021,67.00,38%
Online,2021,50.00,50%
Online,2021,57.00,50%
Online,2021,54.00,49%
Online,2021,52.00,49%
Online,2021,59.00,41%
Online,2021,65.00,40%
Online,2021,41.00,49%
Online,2021,45.00,53%
Online,2021,43.00,45%
Online,2021,41.00,47%
Online,2021,54.00,44%
Online,2021,56.00,37%
Online,2021,41.00,48%
Online,2021,47.00,53%
Online,2021,44.00,48%
Online,2021,43.00,49%
Online,2021,53.00,40%
Online,2021,56.00,38%
Online,2021,42.00,47%
Online,2021,46.00,52%
Online,2021,44.00,46%
Online,2021,42.00,47%
Online,2021,53.00,41%
Online,2021,55.00,37%
Online,2021,44.00,46%
Online,2021,49.00,54%
Online,2021,43.00,48%
Online,2021,44.00,45%
Online,2021,52.00,43%
Online,2021,58.00,37%
Online,2021,33.00,49%
Online,2021,42.00,53%
Online,2021,42.00,46%
Online,2021,43.00,49%
Online,2021,45.00,41%
Online,2021,42.00,36%
Online,2021,33.00,49%
Online,2021,44.00,55%
Online,2021,41.00,46%
Online,2021,43.00,49%
Online,2021,45.00,44%
Online,2021,41.00,38%
Online,2021,44.00,50%
Online,2021,51.00,53%
Online,2021,52.00,49%
Online,2021,50.00,46%
Online,2021,55.00,43%
Online,2021,50.00,38%
Online,2021,51.00,45%
Online,2021,59.00,50%
Online,2021,55.00,50%
Online,2021,54.00,46%
Online,2021,56.00,41%
Online,2021,69.00,38%
Online,2021,51.00,45%
Online,2021,58.00,51%
Online,2021,56.00,47%
Online,2021,51.00,46%
Online,2021,56.00,42%
Online,2021,69.00,39%
Online,2021,52.00,48%
Online,2021,54.00,52%
Online,2021,54.00,50%
Online,2021,54.00,45%
Online,2021,56.00,43%
Online,2021,74.00,36%
Online,2021,54.00,47%
Online,2021,56.00,54%
Online,2021,58.00,48%
Online,2021,54.00,45%
Online,2021,57.00,43%
Online,2021,69.00,38%
Online,2021,56.00,50%
Online,2021,60.00,52%
Online,2021,58.00,46%
Online,2021,55.00,47%
Online,2021,67.00,40%
Online,2021,70.00,38%
Online,2021,49.00,45%
Online,2021,51.00,51%
Online,2021,46.00,47%
Online,2021,49.00,47%
Online,2021,54.00,40%
Online,2021,59.00,36%
Online,2021,48.00,50%
Online,2021,50.00,53%
Online,2021,48.00,47%
Online,2021,46.00,49%
Online,2021,56.00,44%
Online,2021,68.00,37%
Online,2021,58.00,49%
Online,2021,59.00,54%
Online,2021,54.00,48%
Online,2021,55.00,47%
Online,2021,65.00,44%
Online,2021,72.00,39%
Online,2021,55.00,46%
Online,2021,61.00,50%
Online,2021,59.00,49%
Online,2021,55.00,46%
Online,2021,64.00,45%
Online,2021,72.00,35%
Online,2021,29.00,51%
Online,2021,39.00,51%
Online,2021,38.00,45%
Online,2021,39.00,50%
Online,2021,41.00,45%
Online,2021,36.00,39%
Online,2021,29.00,53%
Online,2021,37.00,55%
Online,2021,37.00,50%
Online,2021,36.00,52%
Online,2021,41.00,48%
Online,2021,37.00,36%
Online,2021,37.00,50%
Online,2021,46.00,53%
Online,2021,49.00,49%
Online,2021,47.00,52%
Online,2021,51.00,47%
Online,2021,48.00,36%
Online,2021,45.00,51%
Online,2021,51.00,50%
Online,2021,50.00,50%
Online,2021,48.00,55%
Online,2021,52.00,48%
Online,2021,63.00,40%
Online,2021,47.00,54%
Online,2021,52.00,52%
Online,2021,52.00,50%
Online,2021,47.00,54%
Online,2021,50.00,48%
Online,2021,64.00,40%
Online,2021,46.00,53%
Online,2021,54.00,51%
Online,2021,52.00,48%
Online,2021,49.00,51%
Online,2021,51.00,48%
Online,2021,67.00,35%
Online,2021,47.00,50%
Online,2021,51.00,51%
Online,2021,50.00,50%
Online,2021,46.00,51%
Online,2021,54.00,48%
Online,2021,67.00,38%
Online,2021,53.00,51%
Online,2021,58.00,52%
Online,2021,54.00,46%
Online,2021,53.00,52%
Online,2021,60.00,48%
Online,2021,68.00,35%
Online,2021,43.00,54%
Online,2021,47.00,55%
Online,2021,42.00,47%
Online,2021,43.00,54%
Online,2021,54.00,48%
Online,2021,59.00,40%
Online,2021,42.00,51%
Online,2021,47.00,52%
Online,2021,42.00,47%
Online,2021,44.00,50%
Online,2021,50.00,46%
Online,2021,64.00,39%
Online,2021,51.00,51%
Online,2021,58.00,54%
Online,2021,54.00,47%
Online,2021,51.00,52%
Online,2021,60.00,47%
Online,2021,65.00,35%
Online,2021,50.00,55%
Online,2021,58.00,53%
Online,2021,53.00,50%
Online,2021,51.00,50%
Online,2021,64.00,50%
Online,2021,64.00,35%
Online,2021,39.00,58%
Online,2021,37.00,45%
Online,2021,29.00,39%
Online,2021,34.00,44%
Online,2021,47.00,47%
Online,2021,37.00,60%
Online,2021,38.00,59%
Online,2021,39.00,46%
Online,2021,29.00,37%
Online,2021,33.00,45%
Online,2021,49.00,47%
Online,2021,34.00,65%
Online,2021,33.00,58%
Online,2021,32.00,49%
Online,2021,24.00,38%
Online,2021,27.00,42%
Online,2021,41.00,48%
Online,2021,32.00,63%
Online,2021,33.00,57%
Online,2021,34.00,46%
Online,2021,24.00,38%
Online,2021,27.00,43%
Online,2021,47.00,50%
Online,2021,39.00,63%
Online,2021,48.00,55%
Online,2021,45.00,45%
Online,2021,41.00,37%
Online,2021,43.00,42%
Online,2021,53.00,50%
Online,2021,59.00,60%
Online,2021,51.00,56%
Online,2021,49.00,45%
Online,2021,47.00,36%
Online,2021,47.00,45%
Online,2021,62.00,45%
Online,2021,65.00,64%
Online,2021,63.00,59%
Online,2021,58.00,49%
Online,2021,51.00,36%
Online,2021,52.00,42%
Online,2021,64.00,45%
Online,2021,66.00,65%
Online,2021,62.00,57%
Online,2021,54.00,49%
Online,2021,50.00,40%
Online,2021,44.00,41%
Online,2021,51.00,46%
Online,2021,58.00,61%
Online,2021,51.00,58%
Online,2021,48.00,48%
Online,2021,38.00,39%
Online,2021,39.00,40%
Online,2021,48.00,46%
Online,2021,52.00,60%
Online,2021,50.00,60%
Online,2021,42.00,50%
Online,2021,41.00,39%
Online,2021,41.00,40%
Online,2021,52.00,48%
Online,2021,56.00,65%
Online,2021,50.00,57%
Online,2021,44.00,45%
Online,2021,43.00,35%
Online,2021,53.00,42%
Online,2021,66.00,47%
Online,2021,74.00,63%
Online,2021,67.00,60%
Online,2021,58.00,45%
Online,2021,56.00,35%
Online,2021,59.00,45%
Online,2021,66.00,45%
Online,2021,68.00,60%
Online,2021,33.00,50%
Online,2021,34.00,50%
Online,2021,24.00,54%
Online,2021,29.00,55%
Online,2021,42.00,46%
Online,2021,34.00,64%
Online,2021,34.00,50%
Online,2021,34.00,48%
Online,2021,23.00,55%
Online,2021,29.00,50%
Online,2021,44.00,50%
Online,2021,29.00,60%
Online,2021,28.00,54%
Online,2021,29.00,45%
Online,2021,19.00,52%
Online,2021,25.00,54%
Online,2021,37.00,45%
Online,2021,27.00,62%
Online,2021,27.00,54%
Online,2021,28.00,47%
Online,2021,20.00,55%
Online,2021,24.00,54%
Online,2021,42.00,50%
Online,2021,32.00,61%
Online,2021,41.00,55%
Online,2021,42.00,46%
Online,2021,37.00,53%
Online,2021,38.00,54%
Online,2021,46.00,49%
Online,2021,51.00,62%
Online,2021,46.00,55%
Online,2021,42.00,47%
Online,2021,47.00,54%
Online,2021,49.00,51%
Online,2021,61.00,49%
Online,2021,67.00,60%
Online,2021,60.00,50%
Online,2021,58.00,50%
Online,2021,53.00,55%
Online,2021,52.00,51%
Online,2021,59.00,49%
Online,2021,64.00,63%
Online,2021,61.00,53%
Online,2021,58.00,45%
Online,2021,54.00,53%
Online,2021,44.00,53%
Online,2021,53.00,48%
Online,2021,54.00,64%
Online,2021,53.00,52%
Online,2021,49.00,50%
Online,2021,28.00,51%
Online,2021,28.00,50%
Online,2021,38.00,46%
Online,2021,41.00,61%
Online,2021,42.00,54%
Online,2021,33.00,46%
Online,2021,34.00,51%
Online,2021,34.00,54%
Online,2021,42.00,47%
Online,2021,48.00,63%
Online,2021,44.00,55%
Online,2021,32.00,47%
Online,2021,38.00,54%
Online,2021,55.00,51%
Online,2021,72.00,49%
Online,2021,72.00,64%
Online,2021,64.00,51%
Online,2021,55.00,45%
Online,2021,55.00,51%
Online,2021,55.00,54%
Online,2021,65.00,49%
Online,2021,69.00,65%
Online,2021,32.00,52%
Online,2021,33.00,50%
Online,2021,24.00,54%
Online,2021,29.00,52%
Online,2021,44.00,50%
Online,2021,32.00,65%
Online,2021,32.00,50%
Online,2021,33.00,50%
Online,2021,23.00,50%
Online,2021,29.00,50%
Online,2021,41.00,46%
Online,2021,29.00,61%
Online,2021,27.00,52%
Online,2021,27.00,45%
Online,2021,20.00,53%
Online,2021,24.00,52%
Online,2021,37.00,49%
Online,2021,28.00,61%
Online,2021,28.00,55%
Online,2021,28.00,49%
Online,2021,19.00,53%
Online,2021,24.00,50%
Online,2021,42.00,47%
Online,2021,34.00,65%
Online,2021,42.00,50%
Online,2021,44.00,49%
Online,2021,39.00,51%
Online,2021,38.00,55%
Online,2021,49.00,46%
Online,2021,53.00,64%
Online,2021,49.00,53%
Online,2021,41.00,46%
Online,2021,49.00,54%
Online,2021,49.00,51%
Online,2021,62.00,47%
Online,2021,64.00,62%
Online,2021,63.00,52%
Online,2021,56.00,47%
Online,2021,51.00,51%
Online,2021,53.00,54%
Online,2021,59.00,46%
Online,2021,69.00,63%
Online,2021,61.00,50%
Online,2021,58.00,46%
Online,2021,53.00,51%
Online,2021,41.00,51%
Online,2021,50.00,49%
Online,2021,54.00,61%
Online,2021,50.00,54%
Online,2021,47.00,47%
Online,2021,23.00,55%
Online,2021,24.00,51%
Online,2021,32.00,48%
Online,2021,37.00,62%
Online,2021,36.00,52%
Online,2021,29.00,47%
Online,2021,27.00,53%
Online,2021,29.00,51%
Online,2021,37.00,46%
Online,2021,38.00,63%
Online,2021,34.00,52%
Online,2021,24.00,45%
Online,2021,32.00,50%
Online,2021,59.00,50%
Online,2021,76.00,49%
Online,2021,74.00,64%
Online,2021,70.00,50%
Online,2021,60.00,47%
Online,2021,59.00,52%
Online,2021,63.00,50%
Online,2021,68.00,49%
Online,2021,74.00,60%
Online,2021,37.00,54%
Online,2021,38.00,47%
Online,2021,28.00,52%
Online,2021,34.00,50%
Online,2021,46.00,47%
Online,2021,37.00,54%
Online,2021,38.00,53%
Online,2021,38.00,46%
Online,2021,29.00,53%
Online,2021,34.00,54%
Online,2021,48.00,47%
Online,2021,39.00,51%
Online,2021,41.00,51%
Online,2021,41.00,49%
Online,2021,34.00,50%
Online,2021,36.00,52%
Online,2021,52.00,46%
Online,2021,42.00,51%
Online,2021,41.00,55%
Online,2021,41.00,48%
Online,2021,38.00,55%
Online,2021,42.00,50%
Online,2021,47.00,49%
Online,2021,36.00,50%
Online,2021,49.00,51%
Online,2021,42.00,50%
Online,2021,38.00,52%
Online,2021,38.00,54%
Online,2021,46.00,46%
Online,2021,51.00,51%
Online,2021,36.00,50%
Online,2021,33.00,49%
Online,2021,28.00,55%
Online,2021,29.00,55%
Online,2021,49.00,49%
Online,2021,52.00,52%
Online,2021,47.00,55%
Online,2021,44.00,49%
Online,2021,38.00,52%
Online,2021,37.00,54%
Online,2021,46.00,46%
Online,2021,50.00,54%
Online,2021,46.00,54%
Online,2021,41.00,47%
Online,2021,36.00,54%
Online,2021,38.00,50%
Online,2021,49.00,49%
Online,2021,51.00,54%
Online,2021,48.00,53%
Online,2021,44.00,49%
Online,2021,33.00,53%
Online,2021,32.00,51%
Online,2021,43.00,47%
Online,2021,49.00,52%
Online,2021,53.00,55%
Online,2021,41.00,50%
Online,2021,43.00,54%
Online,2021,41.00,52%
Online,2021,53.00,49%
Online,2021,53.00,50%
Online,2021,48.00,52%
Online,2021,39.00,47%
Online,2021,41.00,51%
Online,2021,52.00,50%
Online,2021,59.00,48%
Online,2021,66.00,54%
Online,2021,59.00,55%
Online,2021,52.00,48%
Online,2021,51.00,55%
Online,2021,49.00,53%
Online,2021,54.00,47%
Online,2021,64.00,53%
Online,2021,29.00,54%
Online,2021,29.00,45%
Online,2021,18.00,55%
Online,2021,23.00,53%
Online,2021,38.00,48%
Online,2021,29.00,62%
Online,2021,28.00,52%
Online,2021,27.00,48%
Online,2021,18.00,55%
Online,2021,25.00,50%
Online,2021,39.00,46%
Online,2021,24.00,60%
Online,2021,23.00,55%
Online,2021,24.00,47%
Online,2021,14.00,53%
Online,2021,19.00,52%
Online,2021,32.00,46%
Online,2021,24.00,62%
Online,2021,23.00,54%
Online,2021,23.00,50%
Online,2021,14.00,55%
Online,2021,19.00,52%
Online,2021,38.00,48%
Online,2021,28.00,61%
Online,2021,39.00,55%
Online,2021,37.00,45%
Online,2021,33.00,54%
Online,2021,33.00,51%
Online,2021,41.00,47%
Online,2021,47.00,64%
Online,2021,44.00,52%
Online,2021,37.00,47%
Online,2021,41.00,55%
Online,2021,43.00,50%
Online,2021,57.00,45%
Online,2021,60.00,63%
Online,2021,58.00,51%
Online,2021,53.00,45%
Online,2021,48.00,50%
Online,2021,48.00,53%
Online,2021,59.00,48%
Online,2021,61.00,61%
Online,2021,56.00,54%
Online,2021,50.00,48%
Online,2021,48.00,52%
Online,2021,39.00,52%
Online,2021,46.00,45%
Online,2021,53.00,65%
Online,2021,47.00,54%
Online,2021,42.00,45%
Online,2021,19.00,50%
Online,2021,19.00,55%
Online,2021,29.00,48%
Online,2021,32.00,62%
Online,2021,32.00,54%
Online,2021,25.00,45%
Online,2021,24.00,54%
Online,2021,23.00,50%
Online,2021,32.00,50%
Online,2021,33.00,64%
Online,2021,28.00,54%
Online,2021,18.00,45%
Online,2021,28.00,54%
Online,2021,54.00,53%
Online,2021,71.00,45%
Online,2021,68.00,61%
Online,2021,68.00,53%
Online,2021,58.00,49%
Online,2021,59.00,54%
Online,2021,56.00,52%
Online,2021,65.00,50%
Online,2021,71.00,61%
Online,2021,24.00,51%
Online,2021,25.00,45%
Online,2021,14.00,51%
Online,2021,19.00,53%
Online,2021,34.00,48%
Online,2021,23.00,52%
Online,2021,24.00,51%
Online,2021,24.00,45%
Online,2021,14.00,50%
Online,2021,18.00,50%
Online,2021,34.00,45%
Online,2021,19.00,54%
Online,2021,18.00,53%
Online,2021,20.00,45%
Online,2021,10.00,54%
Online,2021,19.00,52%
Online,2021,32.00,46%
Online,2021,24.00,51%
Online,2021,23.00,54%
Online,2021,24.00,49%
Online,2021,14.00,52%
Online,2021,20.00,53%
Online,2021,37.00,48%
Online,2021,28.00,51%
Online,2021,39.00,54%
Online,2021,38.00,50%
Online,2021,34.00,55%
Online,2021,34.00,53%
Online,2021,42.00,47%
Online,2021,44.00,55%
Online,2021,36.00,50%
Online,2021,32.00,49%
Online,2021,38.00,54%
Online,2021,37.00,52%
Online,2021,54.00,48%
Online,2021,54.00,54%
Online,2021,50.00,50%
Online,2021,47.00,45%
Online,2021,43.00,51%
Online,2021,41.00,54%
Online,2021,55.00,49%
Online,2021,63.00,54%
Online,2021,55.00,54%
Online,2021,50.00,48%
Online,2021,47.00,52%
Online,2021,39.00,50%
Online,2021,48.00,49%
Online,2021,50.00,52%
Online,2021,48.00,52%
Online,2021,39.00,48%
Online,2021,14.00,52%
Online,2021,14.00,52%
Online,2021,23.00,50%
Online,2021,29.00,54%
Online,2021,27.00,50%
Online,2021,19.00,45%
Online,2021,19.00,50%
Online,2021,19.00,53%
Online,2021,27.00,47%
Online,2021,29.00,53%
Online,2021,24.00,50%
Online,2021,14.00,50%
Online,2021,23.00,51%
Online,2021,51.00,50%
Online,2021,69.00,47%
Online,2021,73.00,53%
Online,2021,67.00,55%
Online,2021,54.00,47%
Online,2021,55.00,54%
Online,2021,57.00,51%
Online,2021,64.00,49%
Online,2021,70.00,51%
Online,2021,24.00,53%
Online,2021,25.00,45%
Online,2021,15.00,55%
Online,2021,18.00,55%
Online,2021,33.00,50%
Online,2021,23.00,52%
Online,2021,24.00,52%
Online,2021,23.00,46%
Online,2021,15.00,50%
Online,2021,19.00,51%
Online,2021,34.00,47%
Online,2021,18.00,51%
Online,2021,19.00,50%
Online,2021,19.00,48%
Online,2021,9.00,50%
Online,2021,20.00,50%
Online,2021,34.00,47%
Online,2021,23.00,54%
Online,2021,24.00,53%
Online,2021,23.00,48%
Online,2021,14.00,53%
Online,2021,18.00,53%
Online,2021,38.00,50%
Online,2021,28.00,55%
Online,2021,36.00,54%
Online,2021,39.00,45%
Online,2021,34.00,52%
Online,2021,34.00,55%
Online,2021,43.00,45%
Online,2021,42.00,52%
Online,2021,38.00,51%
Online,2021,33.00,45%
Online,2021,36.00,52%
Online,2021,38.00,50%
Online,2021,51.00,47%
Online,2021,55.00,51%
Online,2021,50.00,52%
Online,2021,45.00,50%
Online,2021,44.00,54%
Online,2021,41.00,53%
Online,2021,59.00,46%
Online,2021,61.00,54%
Online,2021,56.00,51%
Online,2021,51.00,47%
Online,2021,47.00,53%
Online,2021,37.00,52%
Online,2021,47.00,45%
Online,2021,50.00,52%
Online,2021,49.00,54%
Online,2021,38.00,45%
Online,2021,14.00,51%
Online,2021,14.00,51%
Online,2021,23.00,45%
Online,2021,28.00,52%
Online,2021,29.00,54%
Online,2021,19.00,46%
Online,2021,20.00,51%
Online,2021,18.00,52%
Online,2021,29.00,48%
Online,2021,29.00,55%
Online,2021,23.00,54%
Online,2021,14.00,47%
Online,2021,23.00,54%
Online,2021,52.00,53%
Online,2021,71.00,49%
Online,2021,72.00,50%
Online,2021,64.00,55%
Online,2021,58.00,45%
Online,2021,55.00,50%
Online,2021,54.00,53%
Online,2021,69.00,48%
Online,2021,68.00,50%
Online,2021,23.00,49%
Online,2021,23.00,49%
Online,2021,14.00,48%
Online,2021,19.00,49%
Online,2021,33.00,48%
Online,2021,23.00,50%
Online,2021,23.00,47%
Online,2021,23.00,50%
Online,2021,14.00,49%
Online,2021,20.00,45%
Online,2021,32.00,48%
Online,2021,18.00,49%
Online,2021,20.00,49%
Online,2021,19.00,47%
Online,2021,9.00,46%
Online,2021,20.00,48%
Online,2021,32.00,46%
Online,2021,23.00,50%
Online,2021,24.00,45%
Online,2021,25.00,48%
Online,2021,14.00,50%
Online,2021,19.00,45%
Online,2021,39.00,49%
Online,2021,29.00,49%
Online,2021,36.00,45%
Online,2021,39.00,48%
Online,2021,32.00,49%
Online,2021,32.00,50%
Online,2021,43.00,50%
Online,2021,42.00,45%
Online,2021,37.00,50%
Online,2021,32.00,48%
Online,2021,37.00,46%
Online,2021,38.00,45%
Online,2021,54.00,48%
Online,2021,58.00,49%
Online,2021,51.00,50%
Online,2021,49.00,50%
Online,2021,42.00,46%
Online,2021,43.00,49%
Online,2021,56.00,46%
Online,2021,60.00,49%
Online,2021,56.00,50%
Online,2021,51.00,45%
Online,2021,47.00,50%
Online,2021,37.00,49%
Online,2021,47.00,50%
Online,2021,52.00,50%
Online,2021,47.00,50%
Online,2021,38.00,45%
Online,2021,15.00,47%
Online,2021,14.00,47%
Online,2021,24.00,49%
Online,2021,29.00,49%
Online,2021,29.00,46%
Online,2021,19.00,46%
Online,2021,19.00,47%
Online,2021,19.00,48%
Online,2021,29.00,49%
Online,2021,28.00,48%
Online,2021,23.00,47%
Online,2021,14.00,50%
Online,2021,23.00,50%
Online,2021,54.00,48%
Online,2021,68.00,46%
Online,2021,73.00,46%
Online,2021,66.00,50%
Online,2021,59.00,50%
Online,2021,58.00,46%
Online,2021,59.00,45%
Online,2021,64.00,50%
Online,2021,68.00,46%
Online,2021,38.00,49%
Online,2021,37.00,40%
Online,2021,27.00,44%
Online,2021,34.00,40%
Online,2021,48.00,47%
Online,2021,37.00,55%
Online,2021,37.00,50%
Online,2021,39.00,44%
Online,2021,29.00,43%
Online,2021,33.00,44%
Online,2021,48.00,45%
Online,2021,32.00,55%
Online,2021,39.00,49%
Online,2021,37.00,42%
Online,2021,27.00,42%
Online,2021,33.00,44%
Online,2021,47.00,50%
Online,2021,37.00,53%
Online,2021,38.00,46%
Online,2021,39.00,41%
Online,2021,29.00,40%
Online,2021,34.00,43%
Online,2021,56.00,46%
Online,2021,48.00,53%
Online,2021,58.00,47%
Online,2021,45.00,45%
Online,2021,43.00,42%
Online,2021,43.00,45%
Online,2021,51.00,50%
Online,2021,58.00,51%
Online,2021,41.00,46%
Online,2021,39.00,40%
Online,2021,32.00,43%
Online,2021,32.00,45%
Online,2021,41.00,45%
Online,2021,50.00,53%
Online,2021,47.00,46%
Online,2021,44.00,45%
Online,2021,37.00,42%
Online,2021,38.00,43%
Online,2021,49.00,46%
Online,2021,53.00,53%
Online,2021,49.00,48%
Online,2021,42.00,45%
Online,2021,36.00,40%
Online,2021,38.00,43%
Online,2021,47.00,46%
Online,2021,53.00,50%
Online,2021,42.00,45%
Online,2021,39.00,40%
Online,2021,32.00,40%
Online,2021,34.00,40%
Online,2021,41.00,50%
Online,2021,46.00,50%
Online,2021,54.00,46%
Online,2021,41.00,42%
Online,2021,43.00,40%
Online,2021,43.00,45%
Online,2021,54.00,47%
Online,2021,55.00,55%
Online,2021,53.00,49%
Online,2021,41.00,41%
Online,2021,43.00,44%
Online,2021,43.00,44%
Online,2021,59.00,46%
Online,2021,61.00,50%
Online,2021,58.00,46%
Online,2021,45.00,43%
Online,2021,45.00,42%
Online,2021,45.00,45%
Online,2021,56.00,45%
Online,2021,64.00,52%
Online,2021,33.00,45%
Online,2021,32.00,44%
Online,2021,25.00,40%
Online,2021,28.00,45%
Online,2021,43.00,49%
Online,2021,33.00,51%
Online,2021,34.00,45%
Online,2021,34.00,43%
Online,2021,24.00,42%
Online,2021,29.00,45%
Online,2021,42.00,49%
Online,2021,23.00,51%
Online,2021,29.00,47%
Online,2021,27.00,42%
Online,2021,19.00,42%
Online,2021,25.00,42%
Online,2021,36.00,50%
Online,2021,28.00,52%
Online,2021,28.00,49%
Online,2021,28.00,43%
Online,2021,19.00,42%
Online,2021,24.00,43%
Online,2021,58.00,48%
Online,2021,49.00,53%
Online,2021,55.00,48%
Online,2021,41.00,44%
Online,2021,37.00,43%
Online,2021,36.00,44%
Online,2021,46.00,48%
Online,2021,52.00,51%
Online,2021,36.00,45%
Online,2021,32.00,43%
Online,2021,27.00,40%
Online,2021,29.00,42%
Online,2021,38.00,46%
Online,2021,51.00,54%
Online,2021,48.00,49%
Online,2021,44.00,43%
Online,2021,37.00,40%
Online,2021,38.00,43%
Online,2021,49.00,46%
Online,2021,54.00,54%
Online,2021,46.00,49%
Online,2021,42.00,40%
Online,2021,37.00,41%
Online,2021,38.00,41%
Online,2021,46.00,46%
Online,2021,54.00,53%
Online,2021,36.00,50%
Online,2021,34.00,43%
Online,2021,27.00,44%
Online,2021,28.00,41%
Online,2021,36.00,49%
Online,2021,44.00,55%
Online,2021,49.00,47%
Online,2021,36.00,41%
Online,2021,39.00,44%
Online,2021,38.00,40%
Online,2021,45.00,47%
Online,2021,53.00,53%
Online,2021,49.00,50%
Online,2021,36.00,45%
Online,2021,39.00,44%
Online,2021,39.00,43%
Online,2021,55.00,45%
Online,2021,60.00,51%
Online,2021,55.00,46%
Online,2021,46.00,45%
Online,2021,48.00,45%
Online,2021,47.00,41%
Online,2021,58.00,45%
Online,2021,63.00,53%
Online,2021,27.00,45%
Online,2021,29.00,46%
Online,2021,19.00,45%
Online,2021,24.00,45%
Online,2021,38.00,63%
Online,2021,28.00,52%
Online,2021,28.00,44%
Online,2021,28.00,46%
Online,2021,19.00,41%
Online,2021,25.00,44%
Online,2021,38.00,65%
Online,2021,14.00,54%
Online,2021,19.00,40%
Online,2021,19.00,45%
Online,2021,9.00,40%
Online,2021,14.00,42%
Online,2021,28.00,64%
Online,2021,20.00,53%
Online,2021,20.00,45%
Online,2021,18.00,49%
Online,2021,10.00,44%
